"Day","Title","Start","End","Facilitator/
Host camp","Location","Category","Vibes","Description","Comments","KID FRIENDLY","SEX POSITIVE","QUEER INCLUSIVE","ADULT ONLY","SOBER ONLY","Warning: Sensory content ","Warning: Triggering"
"Tue. 21 July","Dreamachine (Visual Stimulator)","22:00","0:00","Ember / Yggdrasil","Highlands, grid square O10. in the big Tipi","Art/Installation","😇 Sober","Experience trippy visuals while sober! Sit around a spinning cylinder of pulsating light, eyes closed, and ""see"" increasingly complex animated patterns. Ends the moment you open your eyes. Plan to stay for at least 15 minutes for best effect.","","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Tue. 21 July","The Storyteller","22:00","0:00","The Storyteller","To find the storyteller, simply keep your eyes peeled while walking through wooded areas. Some say the Thieves and those who walk the moon know the way, so one could always ask for help","Music/Performance/Show","🐵 Kid-friendly","Throughout their travels, the Storyteller has gathered innumerable stories about all manner of wondrous things. The only guarantee is that the story you will hear has never been told before and will never be told again. So look out for the Storyteller to hear a unique tale told just for you.","Recurring: expanded to 3 days (Tue. 21 July, Wed. 22 July, Thu. 23 July); shown on: Tue. 21 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Tue. 21 July","Cuddle City Horizontal Block Party 🤗","22:30","0:30","James / Cuddle Cove Piazza","Wedge, grid square R22. We're located in the Wedge neighbourhood, across the road from a swamp with a massive rock","Party/Gathering","","Cuddle City: the cuddle camps combine this year in one district at Cuddle Cove Piazza and offer you tonight a horizontal block party. Forget the bar crawl, come on a cuddle hop and get squishy with a whole city or snuggly with a buddy.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Tue. 21 July","DJ set: Moving introspective journey in dance","23:00","1:00","Vilgot / Chilldome","Highlands, grid square M11. Big dome on the Penta Plaza.","Music/Performance/Show","","Music: ambient, downtempo, space dub.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Tue. 21 July","Lesbian Sleep Puddle","23:00","8:00","Regina / The Sapphic Pond","Sunny Hills, grid square J21. Look for the lesbian flag, we fly it on a pole and spread it on the ground at the Pond, right by the Police Clown.","Ritual/Ceremony","🌈🌈 Queer-focused · 🖤 Sex positive","A warm communal cuddle-nest in the Summerge tent, held by Regina through the small hours. Crawl in, get cozy, be held against the cold and the loneliness. 🐸🌙","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Tue. 21 July","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Tue. 21 July","THE FUCKERY'S PLAYFUL PLAYNIGHT","23:45","4:45","The Fuckery","Swamp, grid square R17.","Games/Play","🦍 Adults only · 🖤 Sex positive","Silly sexy fun! Building on the naughty games and kinky challenges of our earlier Olympic competition, tonight is your chance to jump on the wave and enjoy your playful side. We’ll bring the community and contests, you bring your curiosity. ‘Cuz play is our body’s favorite way of learning.","","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Tue. 21 July","Asylum of the Lambs All Star Band","23:59","1:00","The Lambs / Spaceport","Lowlands, grid square P12. Dome by the tall pink temple, Lowlands","Music/Performance/Show","","Soulful songs, wild tales while we serve you cheese & port wine. Burners from the Netherlands, Denmark & Scotland weave original music, heartfelt stories and magical vibes. A deliciously cheesy concert full of warmth, wonder and connection.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Tue. 21 July","Soup Kitchen","23:59","1:00","Welcome Home Darling","Highlands, grid square O10. Follow your nose","Food/Drinks","","Come and get your tummies filled.","Recurring: expanded to 3 days (Tue. 21 July, Wed. 22 July, Thu. 23 July); shown on: Tue. 21 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Hexemutters Galehus","0:00","23:59","Miss Information / Acid Aunties & Nasty Uncles","Sunny Hills, grid square J22. Look for a grumpy old hag - good luck","Games/Play","🦍 Adults only · 🌈 Queer-inclusive · 🚨 Triggering themes","Hexemutters Galehus

Warning: experimental medicine cabinet. 41 remedies — yours to judge, yours to draw. Side effects include self-knowledge, mild existential crisis and uncontrollable honesty.

We are not responsible for what the cards unlock.

Always open. We never sleep. Unless we sleep. Wake us and die","Recurring: expanded to 7 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Wed. 22 July","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"Wed. 22 July","LAZY TREATS HOUR","0:00","0:00","Anywhere, come find us!","Anywhere","Food/Drinks","🐵 Kid-friendly","When you've packed up all of your mojo, your tent feels impossibly far away, and truthfully.. you've got a tiny existential wobble brewing, come find us. Lazy Treats Hour will serve you hot toasties, silliness and giggles, plus a generous serving of camp love. Survival, but make it fabulous.","Time ambiguity: starts and ends at the same time (00:00) — likely a blank/placeholder time, not a real event with no duration; Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Wed. 22 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Human Carwash","0:00","0:00","huismuis / Camp Juicebox","G22. At the lakeside","Weird shit/Other","🌈 Queer-inclusive · 💥 Sensory content","[Date unsure - hosted on a sunny day at the lakeside] Feel like a muddy car getting a fresh scrub by our team! Experience being a dirty offroad 4x4 getting deepcleaned by our team of carwashers. Come find us, whenever we feel like it, at the lake (oil replacement included).","","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Wed. 22 July","The Wandering Tree","0:00","","GlitterTind","Bison - North, grid square O20. Shameless plaza next to sinnergirl","Crafting/Pimping/Arting","","Some say it moves when no one´s looking. Others say it only reveals itself to those who truly need a wish granted. In any case, if you find it: Hang a wish, tie a secret, weave a promise into its bark. Maybe it grants them, maybe it eats them. Either way, your business is no longer your own.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Hot sauna with icy fruits and popsicles!","0:00","23:59","Hot Sauna","Sunny Hills, grid square G21.","Food/Drinks","🐵 Kid-friendly · 🌈 Queer-inclusive","We will be serving icy stuff at random times. It’s up to the universe whether you get lucky or not.","Recurring: expanded to 5 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Wed. 22 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Postnörd","0:00","23:59","Socialen","Bison - South, grid square O22. Corner on Sunset Plaza","Crafting/Pimping/Arting","","Send your(other)self a message in form of postcard from Borderland. Capture the fleeting moment and extract it out before it vanishes. Come hangout at Socialen, we offer a relaxed space to settle in a reflect for a moment and write yourself or others about your current state of mind.","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Wed. 22 July","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","The Pit - The Dark Descent","0:00","2:00","Daniel N / The Shamans","grid square H17. From the powerstation follow the road up unto the forest. Look for the red lights...","Weird shit/Other","🦍 Adults only · 🚨 Triggering themes · 💥 Sensory content","A progressively hard, weird, dark experience where we delv into the uncomfortable sides within us and release them. Screaming, crying and insane laughter might occur.","","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"Wed. 22 July","Co-created time capsules","0:00","0:00","JazzPrr","The time capsules will be placed in an open space in 4 different neighborhoods for co-creation. Stumble upon them or take your desired future message or trinket and ask another Borderling of they have seen where to forward them to the future.","Art/Installation","🐵 Kid-friendly · 😇 Sober · 🌈 Queer-inclusive · 🖤 Sex positive · 💥 Sensory content","Time capsules: portals to the past, filled with memories for future generations. Seal photographs, letters or trinkets — 4 capsules, one per cardinal direction, co-created and sealed by different neighborhoods at the end of this year's Borderland. In 2027 they'll be buried under permanent art, for future archaeologists or extraterrestrials to wonder what strange not-a-cult walked this land.","","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"Wed. 22 July","Leave No Trace Shower for Dirty Hippies","0:01","23:59","Michael Barner-Rasmussen (Dog) / Free camping","Text or WhatsApp +45 51 90 31 49 for location","Crafting/Pimping/Arting","🐵 Kid-friendly · 🌈 Queer-inclusive","Dust, sweat, glitter and forest. Bring water and enjoy a moment of warmth, care and renewal before returning to the adventure. Built with Leave No Trace principles, deep love., and a steadfast faith in my close to nonexistent technical skills.","Recurring: expanded to 6 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July, Sat.); shown on: Wed. 22 July","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Musical Day","0:01","23:59","","Everywhere","Music/Performance/Show","🐵 Kid-friendly","We sing everything we want to say, all day, everywhere :)","","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","House of SIN: The Planet of Primal SINs","2:30","6:00","Jonas Näslund & Dr. Catman / Club SIN","Bison - North, grid square N19. By the Shameless Plaza","Games/Play","🦍 Adults only · 🖤 Sex positive","The Planet of Primal Sins is a sexual, animalistic ceremony of movement, sound, consent, prey, predators, desire, and play. Fly, swim, crawl, hunt, tease, refuse, offer, and transform through primal exercises, kinky animal language, and forbidden collective mischief. Come awaken your inner beast...!","","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Wed. 22 July","The grand Tournament 🃏","15:00","19:00","The Jester of the Jousting Table / Jousting Jesters","Swamp, grid square Q19. South of Water Plaza","Games/Play","🚨 Triggering themes","Knights of the realm, we summon ye! At The Grand Tournament all your whimsical and medieval skills will be tested and rewarded. Compete in great feats of knightly skill such as lancing atop horseback, wrestling with butts, archery and much more, all whilst enjoying the medieval vibes of camp Jousting Jesters.","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"Wed. 22 July","The Grand After-Joust 💃","18:30","23:59","The Jesters of the Jousting Table / Jousting Jesters","Swamp, grid square Q19. South of Water Plaza","Party/Gathering","🦍 Adults only","After celebrating the winners of The Grand Tournament with revelry, the Jousting Jesters cordially invite all of you denizens of Borderland to the Grand Tourney’s After-Joust! Get shakey with our medieval rave of bardcore, broken beats, and baroque stylings!","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Wed. 22 July","The Legendary Foxhole Queue Experience™","9:00","23:59","Foxhole","Lowlands, grid square Q11.","Art/Installation","🦍 Adults only","This day, Foxhole is unfortunately closed. The queue, however, remains fully operational.

Join the legendary Foxhole tail for no particular reason. Stand. Admire excellent outfits. Exchange conspiratorial glances. Fall into conversation. Accidentally make a new best friend. Wonder if there ever was a destination. Maybe even start a second queue next to the first.

Sometimes the destination is overrated. The queue is the experience.","","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"Wed. 22 July","Kidsville Breakfast Club","9:00","11:00","Jan & Gabriela / Kidsville","Lowlands, grid square P09. Follow the crumbs","Food/Drinks","🐵 Kid-friendly · 😇 Sober · 🌈 Queer-inclusive","Kidsville serves breakfast: waffles, pancakes, Kaiserschmarrn and other delights. Bring your plate, spoon and smile","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Wed. 22 July","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"Wed. 22 July","People watching","9:00","11:00","Lazy camp","Bison - North, grid square P22. We have a 10m dome","Games/Play","🐵 Kid-friendly","Find a good spot anywhere and just sit back and people-watch while relaxing. It looks like a Borderland movie, doesn’t it?","Recurring: expanded to 6 days (Mon. 20 July, Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri.); shown on: Wed. 22 July","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Wed. 22 July","Coffee For All  + Live Radio Show","9:00","18:00","Victoria Concordia / Moonwalkers","Highlands, grid square L09.","Food/Drinks","🦍 Adults only","Coffee is ready. The gossip fresh. Bring your cup, take a seat, and tune in to our live radio show with music, juicy stories, last night’s questionable decisions, surprise guests, and whatever else unfolds. Sip. Sit. Listen. Say something.","Recurring: expanded to 4 days (Tue. 21 July, Wed. 22 July, Thu. 23 July, Fri. 24 July); shown on: Wed. 22 July","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
