"ID","How to find","Grid","Name","Neighbourhood","People","Area type","Size (m2)","Size other (m2)","Description","Part of JOMO?","Worth adding?","Category","DONE","How to find","","","","","",""
"705","Swamp, grid square R20","R20","The Accidental No-Camp Camp","Swamp","5","normal-camp","74","0","Accidents and recovery of all sorts ","","","","","","","","","","",""
"708","Lowlands, grid square S12","S12","The Source","Lowlands","6","public-offering","388","25","Camp and Workshop Tent (40 m²) Beautifully decorated and equipped with comfortable yogamats and flooring. We will offer breathwork sessions, tantric workshops, and more—and we may also be able to host your workshops.","","1","🦾 Yoga/Movement/Bodywork","","Lowlands, grid square S12","","","","","",""
"711","Arctic chill, grid square M05","M05","The Martian","Arctic chill","1","other","73","20","A sleeping van with a sewing machine, tarp and lightpole.  I am an experienced burner with a passion for crafting costumes. If you need a last minute sparkle on your outfit or a tarp repaired, come to me.","711","","","","","","","","","",""
"717","Swamp, grid square S20","S20","Under K’angel","Swamp","20","normal-camp","343","50","","","","","","","","","","","",""
"718","Arctic chill, grid square N07","N07","Hell yes","Arctic chill","2","normal-camp","132","33","Amazing couple","","","","","","","","","","",""
"722","Swamp, grid square S20","S20","Lazarones","Swamp","18","public-offering","669","90","An immersive laser art camp featuring walk-in laser shows, interactive light installations, and music-driven performances. Participants can paint with lasers, explore colorful light environments, and experience the creative possibilities of lasers through art, sound, and interaction.","722","1","","","","","","","","",""
"724","Far Flung Field, grid square W11","W11","area sosta camper","Far Flung Field","1","normal-camp","74","0","area sosta camper","","","","","","","","","","",""
"726","Swamp, grid square R19","R19","Radical therapist","Swamp","5","public-offering","82","0","Meet radical therapists 4 free!","726","1","","","","","","","","",""
"737","Eastern Slope, grid square V15","V15","Lothlórien","Eastern Slope","4","normal-camp","62","25","4 people/elves will camp here. Will be a quiet and calm space ✨","","","","","","","","","","",""
"738","Lowlands, grid square T14","T14","Cosmic Portal Wormhole","Lowlands","0","public-offering","86","86","Small sound system, dark and gothic style this year, also used as camp brunch area.","","","","","","","","","","",""
"740","Swamp, grid square R19","R19","Nattfjärilar","Swamp","10","art","319","140","Art, Dance, Bar and daytime fun. supplied by dagsländor","","1","🎨 Art/Installation","","Swamp, grid square R19","","","","","",""
"742",", grid square O13","O13","🧭 The Enlightened and Erected Sextant","","0","art","40","40","Just a Lighthouse. It's very lit.","","1","🎨 Art/Installation","",", grid square O13","","","","","",""
"743","Swamp, grid square T18","T18","Alternative families 2","Swamp","12","normal-camp","207","25","Freroaming faily camp with kidsspace and offerings","","","","","","","","","","",""
"744","Eastern Slope, grid square W19","W19","Spring Chickens","Eastern Slope","6","normal-camp","200","0","Freecamping and delicious cookies","","","","","","","","","","",""
"745","Lowlands, grid square R11","R11","The Serving Cunts","Lowlands","10","public-offering","380","200","Soup kitchen were you can come and enjoy our delicious food, we will also have a dining hall were you can sit down and eat in peace. ","","1","🍯 Food/Drinks","","Lowlands, grid square R11","","","","","",""
"747","Arctic chill, grid square N03","N03","Orange pink glitter light space pudding ","Arctic chill","2","normal-camp","95","5","A sleeping van and kitchen area","","","","","","","","","","",""
"752","Downtown, grid square M20","M20","Absolute Nonsense","Downtown","5","art","56","0","Luxury Spa Experience - Absolut Nonsense is an immersive art piece disguised as a luxury spa. We are creating a sensory illusion: a 100% dry “hot tub” where participants can enjoy the psychological benefits of a good soak, social bonding, and relaxation without a single drop of water.","","1","","","Downtown, grid square M20","","","","","",""
"753","Highlands, grid square N09","N09","Explorers","Highlands","27","public-offering","680","52","Will host a lot of different kind of workshops during the week and a pre party on wednesday.","753","1","","","","","","","","",""
"755","Arctic chill, grid square O07","O07","Flying van 🚐🛸","Arctic chill","5","public-offering","167","30","We are a small group of storytellers with a flying van that will glow at night 🌌and will allow you to fly 🧚during the day ","","1","🎨 Art/Installation","","Arctic chill, grid square O07","","","","","",""
"756","Swamp, grid square T16","T16","Cheese to meet you!","Swamp","24","public-offering","605","200","Back to fill borderland with melted cheese on toast.
We have 3 kids in camp: 4, 2 and 0.5 years old.","","","","","","","","","","",""
"761","Downtown, grid square M19","M19","Absolute Nonsense Sleeping Place","Downtown","15","normal-camp","256","0","Camping spot for Absolute Nonsense crew bring an art object that is nearby","","","","","","","","","","",""
"765",", grid square H17","H17","The Pit","","40","sound-camp","320","0","The Pit is a sound experience during the night, taking place at a given moment announced later. The place is empty during daytime.","","1","🎨 Art/Installation","",", grid square H17","","","","","",""
"768","Downtown, grid square M18","M18","Plutonia sleeping camp","Downtown","20","normal-camp","392","50","Sleep area for Plutonia.","","","","","","","","","","",""
"770","Bison - South, grid square N23","N23","DZL's camp","Bison - South","4","normal-camp","43","0","Small glamping camp. Low stress, High comfort.
https://photos.app.goo.gl/BQ2ArTXwfo8NCMCq8
https://photos.app.goo.gl/kcBo3jgjkqxUQw9c7
","","","","","","","","","","",""
"773","Highlands, grid square O12","O12","Downtown viewpoint","Highlands","0","public-offering","125","0","Relax area to see downtown","","","","","","","","","","",""
"776","Arctic chill, grid square N03","N03","Cucumber cunts ","Arctic chill","3","normal-camp","52","22","Sleeping area","","","","","","","","","","",""
"779","Swamp, grid square V15","V15","The Brothel","Swamp","2","normal-camp","92","10","This is where we rest and where we craft steamy hot (vegi) broth for YOU. Shamessly delicious!

Chill, cool, laid-back, easygoing, grounded, relaxed - Johan and Elsa

","","","","","","","","","","",""
"780","Lowlands, grid square T14","T14","Pink Piano","Lowlands","23","normal-camp","412","100","it's the world famous Pink Piano and pink bar. No amplified sound, only an electric piano and some singing and playing. ","","","","","","","","","","",""
"783","Arctic chill, grid square M04","M04","Rituals & Ridicules (RR)","Arctic chill","10","normal-camp","200","0","Fun camp that completely makes no sense!","","","","","","","","","","",""
"784",", grid square Y22","Y22","the institute of magic, play, bio glitter and love ","","9","normal-camp","90","30","We’re a little communal camp ✨ and we’d love to invite you to join us for slow mornings with yoga, breathwork, waffles and cozy hangouts 🤍
","","","","","","","","","","",""
"788","Lowlands, grid square U14","U14","Chateau Vadeau - Camp","Lowlands","5","normal-camp","175","0","Camp spot for Chateu Vadeau","","","","","","","","","","",""
"791","Arctic chill, grid square M04","M04","Tipi Workshoparea - Rituals & Ridicules","Arctic chill","4","public-offering","58","0","This tipi tent will offer many different workshops including AA-meetings, ACA mettings and other workshops","","1","🧠 Workshop/Class","","Arctic chill, grid square M04","","","","","",""
"792","Swamp, grid square R19","R19","The freaking bitches","Swamp","6","art","191","20","Fuckery place","","","","","","","","","","",""
"794","Wedge, grid square P19","P19","Mystique","Wedge","13","normal-camp","583","0","Vibey people doing vibey things ","","","","","","","","","","",""
"800",", grid square R23","R23","⚠️ WARNING: THIS IS TOO WET FOR CAMPING AREA ⚠️","","0","other","111","0","People: It clearly says ""You have placed yourself outside our land, please fix that &lt;3"". So the question is: why do you keep making shapes here?","","","","","","","","","","",""
"805","Lowlands, grid square R12","R12","Slutthunters","Lowlands","4","normal-camp","126","20","Camp","","","","","","","","","","",""
"806","Eastern Slope, grid square V18","V18","Art of rope","Eastern Slope","0","normal-camp","92","0","Rope play","","","","","","","","","","",""
"808","Eastern Slope, grid square W20","W20","Lucid Dream Camp","Eastern Slope","2","normal-camp","86","30","Lucid Dream Camp","","","","","","","","","","",""
"811","Bison - South, grid square N22","N22","!! Not walkway !!","Bison - South","0","other","51","0","Rocks and a ditch. Can't really walk here...","","","","","","","","","","",""
"812","Highlands, grid square M10","M10","Java the hut camping","Highlands","10","normal-camp","138","0","Sleeping space for Java.","","","","","","","","","","",""
"813","Bison - South, grid square N22","N22","!! The actual walkway !!","Bison - South","0","other","50","0","This is where you get from the road to the bridge.","","","","","","","","","","",""
"816","Bison - South, grid square N22","N22","!! Actual walkway !!","Bison - South","0","other","19","0","This is where you get from the road to the bridge.","","","","","","","","","","",""
"818","Arctic chill, grid square L03","L03","Glitter Sluts ","Arctic chill","3","normal-camp","152","9","Three sluts who love glitter and fun ;)","","","","","","","","","","",""
"823","Bison - South, grid square N22","N22","!! Path to bridge !!","Bison - South","0","other","54","0","This is the path to the bridge over the ditch.","","","","","","","","","","",""
"824","Bison - South, grid square P23","P23","La Famiglia ","Bison - South","6","normal-camp","264","0","","","","","","","","","","","",""
"830","Wedge, grid square S23","S23","⚠️This entire area is a fire road. Please move your overlapping shapes. ⚠️","Wedge","0","other","389","0","This is a turning point for vehicles, please do not camp here","","","","","","","","","","",""
